"Title","Version","Course ID",
"TEST - FCO_A -Pre-Irradiation Tasks","","0000003341",
"TEST - FCO_A - Response to Abnormal Situations","","0000003342",
"TEST - FCO_A - Training Prior to the FCO","","0000003340",
"Test GSO Electrical Safety","1","TEST - GSO - JUNE",
"Test GSO Electrical Safety","1.0","TEST - GSO - JUNE",
"TEST HF - CRANE MULTI","","0000003306",
"Testing The Site Emergency Signals","1.0","SECU-3020",
"TEST ND","1.0","TEST-1001",
"TEST Shipper - 434 Form","","0000003332",
"TEST Shipper Checklist Course","","0000003331",
"TEST Shipper - Handbook Section 2","","0000003333",
"The 5S System - 5S for Safety - New Eyes for the Shop Floor (Cost Course)","1","PI-9011-ONLINE",
"The 5S System - 5S for Safety - New Eyes for the Shop Floor (Cost Course)","1.0","PI-9011-ONLINE",
"The 5S System - An Introduction to 5S (Cost Course)","1","PI-9007-ONLINE",
"The 5S System - An Introduction to 5S (Cost Course)","1.0","PI-9007-ONLINE",
"The 5S System - Set in Order and Shine (Cost Course)","1","PI-9009-ONLINE",
"The 5S System - Set in Order and Shine (Cost Course)","1.0","PI-9009-ONLINE",
"The 5S System - Standardize and Sustain (Cost Course)","1","PI-9010-ONLINE",
"The 5S System - Standardize and Sustain (Cost Course)","1.0","PI-9010-ONLINE",
"The 5S System - Workplace Scan and Sort (Cost Course)","1","PI-9008-ONLINE",
"The 5S System - Workplace Scan and Sort (Cost Course)","1.0","PI-9008-ONLINE",
"The Amazing Assistant (Cost Course)","1.0","TD-9026",
"Thermal Shields Cooling System - MLD","1.0","NRU-152906-M-01",
"Thriving in Conflict-Engineering Conversations with Impact (Cost Course)","1.0","TD-9034",
"Thriving Under Pressure (Cost Course)","1.0","OSH-9019",
"Tile Hole Emplacement of F-031 Flask in CF and Rod Tile Holes Containing Liners - JITT","1.0","WMA-1015",
"Time Management Training (Cost Course)","1.0","TD-9042",
"Time Management Workshop (Cost Course)","1.0","TD-9047",
"Total Productive Maintenance - Introduction (Cost Course)","1","PI-9016-ONLINE",
"Total Productive Maintenance - Introduction (Cost Course)","1.0","PI-9016-ONLINE",
"Total Productive Maintenance - Overall Equipment Effectiveness (Cost Course)","1","PI-9017-ONLINE",
"Total Productive Maintenance - Overall Equipment Effectiveness (Cost Course)","1.0","PI-9017-ONLINE",
"Total Productive Maintenance - Predictive Maintenance (Cost Course)","1","PI-9018-ONLINE",
"Total Productive Maintenance - Predictive Maintenance (Cost Course)","1.0","PI-9018-ONLINE",
"Total Productive Maintenance - Preventive Maintenance (Cost Course)","1","PI-9019-ONLINE",
"Total Productive Maintenance - Preventive Maintenance (Cost Course)","1.0","PI-9019-ONLINE",
"Traffic Control - Temporary Work Zones  (Cost Course)","1.0","OSH-9108",
"Training Qualification Card (TQC)","1.0","FIRE-1179-CRL",
"Training Tower Drills","1.0","FIRE-3151-CRL",
"Train The Trainer - Brokk Remote-Controlled Demolition Machine","1.0","WL-171A",
"Transfer and Storage of RAM - Tag Update Training","1.2","RP-1011-CRL-ONLINE",
"Transformers, Breakers and Switches (Cost Course)","1","OSH-9111",
"Transformers, Breakers and Switches (Cost Course)","1.0","OSH-9111",
"Transportation of Dangerous Goods","1.0","ODT-643-WL",
"Transportation of Dangerous Goods by Ground All Classes for Shippers (Initial) (Cost Course)","1.0","TDG-9003",
"Transportation of Dangerous Goods by Ground (Driver) (Cost Course)","1.0","TDG-9004",
"Transportation of Dangerous Goods by Ground with Class 7 (R3) (Cost Course)","1.0","TDG-9002",
"Trenching and Excavation Safety (Cost Course)","1","OSH-9056-ONLINE",
"Trenching and Excavation Safety (Cost Course)","1.0","OSH-9056-ONLINE",
"Trenching and Excavation Soil Properties (Cost Course)","1","OSH-9057-ONLINE",
"Trenching and Excavation Soil Properties (Cost Course)","1.0","OSH-9057-ONLINE",
"Trenching Safety Exam","1","OSH-9104-EXAM",
"Trenching Safety Exam","1.0","OSH-9104-EXAM",
"Trenching Safety Hazard Awareness (Cost Course)","1.0","OSH-9004",
"Trenching Safety Theory (Cost Course)","1","OSH-9104-ONLINE",
"Trenching Safety Theory (Cost Course)","1.0","OSH-9104-ONLINE",
"Tritium Facility Conduct of Operations, Part 1","1.0","S&T-1007",
"Tritium Facility Conduct of Operations, Part 2","1.0","S&T-1008",
"Tritium Facility Security and Access Control","1.0","TF-510220-OJTN-036",
"Tritium Respiratory Protection","1.2","RP-5005-CRL",
"TSSA Ontario Repairs and Alteration (Cost Course)","1.0","PB-9013",
"TurboCor Chiller Compressors - Lunch and Learn (Cost Course)","1.0","MAINT-9026",
"Two Post Surface Mounted Swing Arm Lift (Cost Course)","1.0","WMA-9004",
"UC - Abnormal Condition Response","1.0","UC-104000-M-01",
"UC - Access Control and Security","1.0","UC-510640-M-01",
"UC - Archive Storage Block Operation","1.0","UC-510200-O-09",
"UC - B234 Drains - Sanitary, Storm and Active","1.0","UC-104710-M-01",
"UC - B234 High Transfer Tank Level Alarm","1.0","UC-104710-O-02",
"UC - B234 Test of Cell 3 Sump Pump","1.0","UC-104710-O-01",
"UC - Cell 1, 2, 3 Isolation Room Filter Changes","1.0","UC-104600-O-02",
"UC - Cell 1 and 3 In Cell Roughing Filter Change","1.0","UC-104600-O-05",
"UC - Criticality Safety and FM Control","1.0","UC-123400-M-01",
"UC - Critical Lifts and Horizontal Flask Loading","1.0","UC-101700-O-01",
"UC - Croft 2774 Flask Handling and Operation","1.0","UC-JITT-008",
"UC - Delay Tank Operation","1.0","UC-510200-O-10",
"UC - Delay Tank Test Procedures","1.0","UC-510200-O-11",
"UC - Element Profilometry","1.0","UC-124460-O-02",
"UC - Facility Authorization Overview","1.0","UC-FA-OV",
"UC - Garbage Can Flask Handling","1.0","UC-101700-O-02",
"UC - Inner and Outer Cell Ports and Doors","1.0","UC-104170-O-01",
"UC - On-Site 21 Ton Flask Handling","1.0","UC-101700-O-05",
"UC - Operation of Cell Main Access Doors","1.0","UC-510200-O-08",
"UC - Overview of Universal Cells B234","1.0","UC-510200-M-06",
"UC - Process Air Low Pressure Alarm Test","1.0","UC-510200-O-07",
"UC - Roadrunner Flask Handling and Operation","1.0","UC-JITT-001",
"UC - Shielding Window Oil Sampling and N2 Purge","1.0","UC-104100-O-01",
"UC - Test Cell 2 and 3 Ventilation Control Panel","1.0","UC-510200-O-12",
"UC - Unloading the IMT Flask","1.0","UC-101700-O-03",
"UC - Ventilation System","1.0","UC-104600-M-01",
"UC- WMO (F055) Flask Handling","1.0","UC-101700-O-04",
"Ultrasonics Level 1 (Cost Course)","1.0","RD-9007",
"Understanding Facility Costs (Cost Course)","1","PI-9014-ONLINE",
"Understanding Facility Costs (Cost Course)","1.0","PI-9014-ONLINE",
"Union and Flange Checkout","1.0","FMR-4013",
"Unloading NAC Flask (LWT Flask) JITT","1.0","UC-JITT-010",
"Use of Diphoterine-Trivorex","1.0","PHAI-3005",
"Using Skype for Trainers Workshop","1.0","TD-1054",
"Using Teams for Trainers","1.0","TD-1055",
"Utility Worker Protection Code Recert (Cost Course)","1.0","OSH-9059",
"Utility Worker Protection Code Training (Cost Course)","1.0","OSH-9002",
"UTV Rider (Cost Course)","1.0","OSH-9083",
"Values and Ethics at CNL- Advanced","1.0","LGL-1002",
"Valuing Ourselves and Others","1.0","TD-1026",
"Valve Basics (Cost Course)","1","OPS-9003-ONLINE",
"Valve Basics (Cost Course)","1.0","OPS-9003-ONLINE",
"Valve Common Problems (Cost Course)","1","OPS-9001-ONLINE",
"Valve Common Problems (Cost Course)","1.0","OPS-9001-ONLINE",
"Valve Performance (Cost Course)","1","OPS-9002-ONLINE",
"Valve Performance (Cost Course)","1.0","OPS-9002-ONLINE",
"Valve Selection Training (Cost Course)","1.0","PB-9005",
"Vehicle Spotter and Guide Person","1.0","ODT-WL-801",
"Vehicle Spotter Training","1","OSH-1047-ONLINE",
"Vehicle Spotter Training","1.0","OSH-1047-ONLINE",
"Ventilation System for WLSF","1.0","WLSF-MLD-012",
"Ventilation System (WLSF-104600-OJTA-001)","1.0","WLSF-OJT-007B",
"Ventilation System (WLSF-104600-OJTN-001)","1.0","WLSF-OJT-007A",
"Ventilation System (WLSF-104600-OJTN-002)","1.0","WLSF-OJT-007C",
"Ventilation System (WLSF-104600-OJTN-003)","1.0","WLSF-OJT-007D",
"VIRTUAL Merlin Training","1.0","FIN-1005",
"Visual Sample Plan Training (Cost Course)","1.0","DWM-9002",
"Visual Sampling (VSP)","1.0","RP-MISC-46-WL",
"WAS and PAS Pump Training","1.0","WL-161",
"Waste Auditor Training (Cost Course)","1.0","WMA-9006",
"Waste Characterization (Mod. 4)20170201","1.0","WL-191",
"Waste Characterization Training- Permafix","1.0","WL-163",
"Waste Disposal Drainage System - MLD","1.0","NRU-154205-M-01",
"Waste Handling Facility","1.0","WLSF-MLD-001",
"Waste Management - Advanced Training","1.0","WMA-1017",
"Waste Management and Packaging Fundamentals Combined","1.0","WL-168",
"Waste Management Area Document Refresher","1.0","WMA-1025",
"Waste Management Awareness for Project Delivery","1.0","WL-165",
"Waste Management - Enhanced Training","1.0","WMA-1016",
"Waste Management Overview and Strategy (Mod. 1)","1.0","WL-186",
"Waste Management Program Awareness","1.0","WMA-1002",
"Waste Package Data Form Training","1.0","WMA-1018",
"Water Chemistry and Analysis of Operational Parameters","1.0","PHAI-1024",
"Watermain Breaks and Repairs (Cost Course)","1.0","MAINT-9009",
"Watermain Flushing and Swabbing (Cost Course)","1.0","MAINT-9011",
"Water Rescue","1.0","FIRE-1155-CRL",
"Water Supply Practical - Hydrants, FDC and Standpipes","1.0","FIRE-3157-CRL",
"Water Supply - Tanker Operations","1.0","FIRE-1157-CRL",
"Water Supply - Theory","1.0","FIRE-1158-CRL",
"Weekly Response Test for Portable Tritium Monitors - Self Protection Testing","1.0","TF-510220-OJTN-042A",
"Welding Checkout","1.0","FMR-4004",
"Welding Technology and Inspection Methods - Module 1 (Cost Course)","1.0","MAINT-9012",
"Welding Technology and Inspection Methods - Module 2 (Cost Course)","1.0","MAINT-9015",
"Welding Technology and Inspection Methods - Module 3 (Cost Course)","1.0","MAINT-9016",
"Welding Technology and Inspection Methods - Module 4 (Cost Course)","1.0","MAINT-9017",
"Welding Technology and Inspection Methods - Module 5 (Cost Course)","1.0","MAINT-9018",
"Welding Technology and Inspection Methods - Module 6 (Cost Course)","1.0","MAINT-9019",
"Welding Technology and Inspection Methods - Module 7 (Cost Course)","1.0","MAINT-9020",
"Welding Technology and Inspection Methods - Module 8 (Cost Course)","1.0","MAINT-9021",
"Westminster X-Ray Inspection Unit","1.0","SECU-3004",
"What is in your cultural backpack?","1.0","TD-1031",
"Where do I Stand?  Vehicle Spotter Training","1.0","OSH-1047",
"Whiteshell Site Orientation","1.0","WL-120",
"WHMIS - 2015","12.5","OSH-1042-ONLINE",
"WHMIS Workplace Specific Checklist","1.0","OSH-3004-CRL-B225",
"WHMIS Workplace Specific Checklist","1.0","OSH-3004-CRL-B500",
"Who Wants to be a Human Performance Millionaire?","1.2","HU-1035-ONLINE",
"Wildland Firefighting - Aircraft Operations","1.0","FIRE-1169-CRL",
"Wildland Firefighting - Fire Behaviour","1.0","FIRE-1164-CRL",
"Wildland Firefighting - Fireline Patrol","1.0","FIRE-1168-CRL",
"Wildland Firefighting - Fire Suppression Basics","1.0","FIRE-1161-CRL",
"Wildland Firefighting - Fuel Handling and Safety","1.0","FIRE-1166-CRL",
"Wildland Firefighting - Hand Tools","1.0","FIRE-1165-CRL",
"Wildland Firefighting - Health and Safety","1.0","FIRE-1162-CRL",
"Wildland Firefighting - Hose Handling and Application of Water","1.0","FIRE-1167-CRL",
"Wildland Firefighting - Power Pump","1.0","FIRE-3161-CRL",
"Wildland Firefighting Refresher","1.0","FIRE-2161-CRL",
"Wildland Firefighting - Teamwork and Human Factors on the Fireline","1.0","FIRE-1163-CRL",
"WL Excavation Competency Training","1.0","ODT-799-WL",
"WL Extreme 7038 Telehandler","1.0","WL-155",
"WL Hyster H360 Orientation-Practical","1.0","WL-151",
"WL Industrial Hygiene Instrumentation","1.0","WL-194",
"WL Pactac Bag Handling","1.0","WL-149",
"WL PORTABLE RADIO USE","1.0","WL-302",
"WLSF Orientation","1.0","WLSF-MLD-011",
"WLSF Orientation Exam","1.0","WLSF-MLD-011A",
"WL UTV Rider (Practical)","1.0","WL-148-GP",
"WL UTV Rider (Theory)","1.0","WL-148",
"WL Waste Management Regulations (Mod. 2)","1.0","WL-187",
"WL Work Instruction Package - WIP Training","1.0","WL-196",
"WL Work Permit","1.0","ODT-698-WL",
"WMA B","1.0","SECU-4009",
"WMA Criticality Safety for Group B, C and D Employees","1.0","WMA-1023",
"WMA Criticality Safety for Group C and D Employees","1.0","WMA-1022",
"WMA Self Study - Facility Authorition for the Operation of the WMA at CRL","10","WMA-SS-WMA-00583-FA-001",
"WMA Self Study - Facility Authorition for the Operation of the WMA at CRL","10.0","WMA-SS-WMA-00583-FA-001",
"Working Around Equipment (Cost Course)","1","OSH-9034-ONLINE",
"Working Around Equipment (Cost Course)","1.0","OSH-9034-ONLINE",
"Working at Heights Practical","1.0","OSH-3005",
"Working At Heights Theory","1.7","OSH-1005-ONLINE",
"Working Smart Using OneNote (Cost Course)","1.0","IT-9025",
"Working Smart Using Outlook (Cost Course)","1.0","IT-9024",
"Working Smart Using Outlook (Cost Course)","1.0","IT-9024-A",
"Work Permit","1.0","OSH-1011",
"Work Permit Authorization Process","1.0","WL-304",
"Work Permit Authorizer","1.0","OSH-1038",
"Writing a Lesson Plan","1.0","TD-1038",
"Writing CNL Scopes of Work for External Resources (Cost Course)","1.0","TD-9040",
"Writing Effectively At CNL (Cost Course)","1.0","TD-9036",
"Writing Technical Information Effectively (Cost Course)","1.0","TD-9001",
"WTC Facility Orientation","1.0","WTC-508220-M-01",
"X-Ray Florescence Analyzer - Operator Level 1","1.0","TD-9032",
"X-Ray Florescence Analyzer - Operator Level 2 (Cost Course)","1.0","TD-9010",
"X-Ray Fluorescence Analysis using a Niton NXF","1.0","WMA-3006",
"X-Ray Module for Group 2","1.0","RP-G2-XRAY",
"Yearly Qualification - Quality Control Inspectors","1.0","QUAL-4007",
"ZED-2 Reactor Safety and Instrumentation School (Cost Course)","1.0","RD-1004",
